,Hybrid_N-Gram,Frequency
49733,RBI CCA DTC DTCP,3.0
45146,PMS NNC CCT VBAF,3.0
29990,LM VBTS CCT PRI RBI_CCP,3.0
26184,JJD_CCP NNC CCP NNC CCA,3.0
29992,LM VBTS CCT PRI_CCP DTCP,3.0
48290,PRS VBTS CCB NNC,3.0
48289,PRS VBTR_VBAF CCT,3.0
48286,PRS VBOF DTC NNC,3.0
49750,RBI CCB DTCP VBTR_VBAF,3.0
48284,PRS RBT DTC NNC,3.0
45142,PMS NNC CCT PRSP_CCP NNC,3.0
35155,NNC CCT JJN_CCP NNC_CCP,3.0
26170,JJD_CCP NNC CCP CDB NNC_CCP,3.0
26168,JJD_CCP NNC CCP CCT,3.0
30006,LM VBTS CCT PRI_PMS,3.0
30007,LM VBTS CCT PRI_PMS NNCA,3.0
48274,PRS RBI LM VBTS,3.0
30026,LM VBTS CCT RBW_CCP,3.0
35126,NNC CCT JJD_CCP PMS,3.0
35124,NNC CCT JJD_CCP NNP_PMC,3.0
1399,CCA VBTS PRO CCT,3.0
25963,JJD_CCP JJN_CCP NNC CCT,3.0
30188,LM VBTS PMS NNC CCP_PMS,3.0
25986,JJD_CCP NNC CCA NNC PMS,3.0
49858,RBI CCT CDB NNC,3.0
48186,PRS LM VBTF CCT NNC,3.0
48184,PRS LM VBTF CCP,3.0
48177,PRS LM VBH_CCP,3.0
30205,LM VBTS PMS NNC_CCP NNC,3.0
30223,LM VBTS PRQ_CCP,3.0
25974,JJD_CCP NNC CCA DTC NNC,3.0
30262,LM VBTS RBI CCP VBW,3.0
25994,JJD_CCP NNC CCA VBAF,3.0
48156,PRS LM RBF VBTS,3.0
25947,JJD_CCP JJD_CCP NNC CCA,3.0
49869,RBI CCT JJD CCA,3.0
30267,LM VBTS RBI CCT DTCP,3.0
49871,RBI CCT JJD CCP NNC,3.0
25935,JJD_CCP FW_PMP,3.0
48151,PRS LM RBD_CCP VBOF,3.0
48150,PRS LM RBD_CCP VBAF,3.0
30285,LM VBTS RBI RBW_CCP CDB,3.0
25991,JJD_CCP NNC CCA PRI_CCP,3.0
1406,CCA VBTS PRS CCP DTC,3.0
49808,RBI CCB NNP_CCP,3.0
35121,NNC CCT JJD_CCP NNC_PMP_PMS,3.0
49809,RBI CCB NNP_CCP NNP,3.0
30148,LM VBTS NNC CCP DTC,3.0
49818,RBI CCB PRQ_CCP NNC,3.0
1410,CCA VBTS PRS_CCP,3.0
49822,RBI CCB VBW CCT,3.0
36025,NNC CCT RBW RBI RBI,3.0
1888,CCB DTCP NNC CCB JJN_CCP,3.0
45130,PMS NNC CCT PRI CCB,3.0
49836,RBI CCP NNC CCB,3.0
48207,PRS LM VBTS CCB JJD_CCP,3.0
25997,JJD_CCP NNC CCA VBTR CCT,3.0
49841,RBI CCP VBAF CCT,3.0
48203,PRS LM VBTS CCA,3.0
36037,NNC CCT VBAF CCB NNC,3.0
30170,LM VBTS PMS JJD CCB,3.0
49846,RBI CCP VBTR CCB,3.0
1407,CCA VBTS PRS DTC,3.0
36041,NNC CCT VBAF DTC,3.0
36042,NNC CCT VBAF_PMP,3.0
48196,PRS LM VBTR_CCP,3.0
26783,JJD_CCP VBTR CCT NNC,3.0
29376,LM VBTR_VBAF CCB PRI_CCP JJD_CCP,3.0
29374,LM VBTR_VBAF CCB NNC RBW,3.0
1724,CCB DTC NNC CCB DTCP,3.0
28516,LM VBAF CCT NNC_PMS,3.0
48921,PRS_CCP VBAF CCB CDB,3.0
28529,LM VBAF CCT NNPA,3.0
49234,RBD_CCP VBTR DTC NNC,3.0
48915,PRS_CCP PRI_CCP NNC,3.0
45365,PMS NNP LM VBTS_CCP,3.0
48905,PRS_CCP NNC CCT CCT,3.0
28550,LM VBAF CCT PRSP_CCP NNC_CCP,3.0
49239,RBD_CCP VBTR_VBAF CCT,3.0
49243,RBD_CCP VBTS CCB DTCP,3.0
48933,PRS_CCP VBOF DTC DTCP NNC,3.0
28566,LM VBAF PMS RBR CCP,3.0
27652,LM JJC_CCP VBAF,3.0
35515,NNC CCT NNC RBW RBW_CCP,3.0
48897,PRS_CCP JJD CCT,3.0
28587,LM VBAF RBW_CCP NNC_CCP,3.0
27642,LM JJCS_CCP JJD_PMP_PMS,3.0
48893,PRS_CCP DTC NNC LM,3.0
28594,LM VBH CDB CCT,3.0
48892,PRS_CCP DTC NNC,3.0
35681,NNC CCT NNP JJC CCB,3.0
48944,PRS_CCP VBOF_PMP,3.0
28611,LM VBH JJD_CCP NNC_PMC,3.0
28457,LM VBAF CCT CCT CCB,3.0
48975,PRS_CCP VBW CCB DTCP,3.0
49200,RBD_CCP VBOF DTP,3.0
49201,RBD_CCP VBOF DTP NNP,3.0
49202,RBD_CCP VBOF DTP NNP NNP,3.0
28437,LM VBAF CCB VBOF,3.0
28450,LM VBAF CCP VBH NNC,3.0
35673,NNC CCT NNP CDB_PMP,3.0
49212,RBD_CCP VBOF VBW,3.0
48964,PRS_CCP VBTS CCT NNP,3.0
48959,PRS_CCP VBTS CCB JJD,3.0
49225,RBD_CCP VBTR CCB NNC,3.0
49218,RBD_CCP VBTF CCB NNC,3.0
1094,CCA VBOF CCB DTCP,3.0
45356,PMS NNP LM VBTF CCT,3.0
48952,PRS_CCP VBTR CCT NNC,3.0
27699,LM JJD CCP VBTS_VBOF,3.0
49221,RBD_CCP VBTF CCT NNC CCB,3.0
49222,RBD_CCP VBTF DTC,3.0
48947,PRS_CCP VBTF CCT,3.0
35532,NNC CCT NNC_CCP CDB_PMC,3.0
48888,PRSP_CCP_PMS NNP,3.0
28614,LM VBH JJN_CCP JJD_CCP,3.0
45291,PMS NNC_CCP NNC CCT NNC,3.0
1773,CCB DTC PRSP_CCP NNC CCP,3.0
1766,CCB DTC PRI_CCP NNC_PMC,3.0
1557,CCB CCT NNP_PMP,3.0
49283,RBD_CCP VBW CCP DTC,3.0
1769,CCB DTC PRSP_CCP DTCP,3.0
1770,CCB DTC PRSP_CCP DTCP NNC,3.0
49284,RBD_CCP VBW CCP DTC NNC,3.0
49285,RBD_CCP VBW CCR,3.0
27527,LM CCT RBW VBTS,3.0
48864,PRSP_CCP VBTS DTC NNC,3.0
1775,CCB DTC PRSP_CCP NNC RBW,3.0
45376,PMS NNP_CCP NNC,3.0
49287,RBD_CCP VBW CCT DTCP,3.0
1553,CCB CCT NNC CCP DTP,3.0
1551,CCB CCT NNC CCB DTCP,3.0
1550,CCB CCT JJD_CCP,3.0
48856,PRSP_CCP VBTS CCA,3.0
1786,CCB DTCP CDB CCP,3.0
1549,CCB CCT DTCP VBTS_PMP,3.0
27494,LM CCB CCT JJD_CCP,3.0
49295,RBD_CCP VBW CCT NNP,3.0
45377,PMS PRI CCB NNC,3.0
49276,RBD_CCP VBW CCB NNC CCP,3.0
1568,CCB CDB CCA CDB_PMC,3.0
28648,LM VBH_CCP CDB CCP,3.0
45372,PMS NNP RBL CCT,3.0
48886,PRSP_CCP_PMS NNC,3.0
28630,LM VBH NNC RBL CCT,3.0
27622,LM JJCC JJD NNC,3.0
28635,LM VBH NNC_CCP VBW,3.0
27613,LM JJCC CCP JJD,3.0
28638,LM VBH PRI RBI CCP,3.0
48881,PRSP_CCP VBW CCB,3.0
28646,LM VBH VBTR_CCP,3.0
45276,PMS NNC_CCP NNC CCA,3.0
48874,PRSP_CCP VBTS_CCP DTCP,3.0
1741,CCB DTC NNC DTP,3.0
1742,CCB DTC NNC DTP NNP,3.0
1744,CCB DTC NNC PMS,3.0
28679,LM VBN_CCP VBOF,3.0
28683,LM VBN_CCP VBTF,3.0
28686,LM VBN_CCP VBTS_CCP,3.0
49271,RBD_CCP VBW CCB JJD CCP,3.0
1755,CCB DTC NNP_PMP,3.0
48876,PRSP_CCP VBTS_CCP NNC CCA,3.0
48978,PRS_CCP VBW CCB NNC RBL,3.0
35658,NNC CCT NNP CCT JJN_CCP,3.0
48850,PRSP_CCP VBTR JJD,3.0
1634,CCB CDB NNC NNC CCT,3.0
35595,NNC CCT NNP CCA NNP_PMC,3.0
1618,CCB CDB JJD_CCP,3.0
27990,LM RBD_CCP VBTF CCB NNC,3.0
49060,RBD CCP VBW DTC,3.0
27985,LM RBD_CCP VBOF VBW,3.0
28181,LM RBF VBTS NNC,3.0
49119,RBD_CCP JJD CCT NNC CCP,3.0
28193,LM RBF VBW CCT NNC_PMP,3.0
1613,CCB CDB DTCP NNC_CCP,3.0
28211,LM RBL JJCS_JJD CCP,3.0
28000,LM RBD_CCP VBTR DTC NNC,3.0
27935,LM RBD VBTR CCT,3.0
49050,RBD CCP VBTS CCB NNC,3.0
28224,LM RBL JJD RBI CCB,3.0
45341,PMS NNP CCP VBAF,3.0
1611,CCB CDB DTC NNC,3.0
45342,PMS NNP CCP VBTR,3.0
35581,NNC CCT NNC_PMS NNCA,3.0
49135,RBD_CCP PMS NNC,3.0
27911,LM RBD CCP VBOF CCT,3.0
28157,LM RBF VBTR_PMP,3.0
28145,LM RBF VBTR CCP VBW,3.0
35628,NNC CCT NNP CCB VBAF,3.0
28114,LM RBF VBOF CCB NNC,3.0
49084,RBD PMS NNC CCP,3.0
28097,LM RBF RBI VBTS_PMP,3.0
49091,RBD PRS_CCP VBOF,3.0
28065,LM RBF PRI_CCP NNC,3.0
28101,LM RBF RBR CCT,3.0
28057,LM RBF JJD_PMP_PMS,3.0
28103,LM RBF RBW VBTS,3.0
28106,LM RBF VBAF CCB JJD,3.0
49093,RBD PRS_CCP VBW,3.0
28043,LM RBF JJD CCB NNC,3.0
28142,LM RBF VBTR CCB PRI_CCP,3.0
45325,PMS NNP CCA DTC,3.0
28038,LM RBF JJD CCA DTC,3.0
49079,RBD JJD CCT NNC,3.0
28030,LM RBD_CCP VBW PMS,3.0
1092,CCA VBN_CCP NNC CCP,3.0
49101,RBD RBF NNC_PMC,3.0
28022,LM RBD_CCP VBW CCP DTC,3.0
1627,CCB CDB NNC CCT CDB,3.0
28137,LM RBF VBTF_PMP,3.0
45343,PMS NNP CCP VBTR CCT,3.0
35576,NNC CCT NNC_CCP VBTR,3.0
49192,RBD_CCP VBOF DTC PRI_CCP,3.0
49174,RBD_CCP VBOF DTC CDB,3.0
27834,LM PRI CCT JJCS_JJD_CCP,3.0
49159,RBD_CCP VBAF_PMC,3.0
35645,NNC CCT NNP CCP VBOF,3.0
27829,LM PRI CCT DTCP VBTR_VBAF,3.0
49170,RBD_CCP VBOF CCT NNC CCB,3.0
49172,RBD_CCP VBOF CCT NNP,3.0
28378,LM VBAF CCB CCR,3.0
1670,CCB CDB PMS CDB CCT,3.0
48994,PRS_CCP VBW PMS NNC,3.0
49175,RBD_CCP VBOF DTC CDB CCP,3.0
1659,CCB CDB PMS CCB DTCP,3.0
1674,CCB CDB PMS NNC CCB,3.0
45298,PMS NNC_CCP NNC RBL,3.0
49181,RBD_CCP VBOF DTC JJD,3.0
1598,CCB CDB CCP NNC RBW,3.0
35653,NNC CCT NNP CCP VBW,3.0
1686,CCB CDB RBW_CCP,3.0
1687,CCB CDB_PMS NNCA,3.0
1689,CCB DTC CDB CCP DTCP,3.0
48984,PRS_CCP VBW CCT NNC,3.0
49157,RBD_CCP VBAF RBL CCT NNC,3.0
1657,CCB CDB NNPA_PMP,3.0
27906,LM RBD CCP CCT,3.0
49011,RBD CCP CCR PMS,3.0
1636,CCB CDB NNC PRI,3.0
28287,LM RBM VBTS CCB NNC,3.0
49026,RBD CCP VBOF CCT,3.0
1637,CCB CDB NNC PRI NNC,3.0
1609,CCB CDB CCT NNP,3.0
45346,PMS NNP CCT DTCP,3.0
35569,NNC CCT NNC_CCP PRO_PMP,3.0
35568,NNC CCT NNC_CCP PRO_PMC,3.0
35567,NNC CCT NNC_CCP PRO RBW,3.0
49142,RBD_CCP VBAF CCB NNC CCT,3.0
27847,LM PRI_CCP JJCS_JJD CCP,3.0
28319,LM RBT CCP VBTS,3.0
45309,PMS NNC_CCP NNP CCP,3.0
1645,CCB CDB NNC_CCP NNC CCB,3.0
28329,LM RBT_CCP VBTF CCT,3.0
1605,CCB CDB CCP VBTS,3.0
35563,NNC CCT NNC_CCP PRO CCT,3.0
28344,LM RBW_CCP RBF,3.0
28350,LM RBW_CCP VBOF CCB,3.0
28355,LM RBW_CCP VBTR CCB,3.0
35707,NNC CCT NNP LM_PMS,3.0
27481,JJN_CCP VBTS_CCP NNC,3.0
26785,JJD_CCP VBTR DTC NNC,3.0
49424,RBF PRO VBTF CCT,3.0
27077,JJN_CCP NNC CCA DTC,3.0
45432,PMS VBAF CCT CDB,3.0
27069,JJN_CCP JJD_CCP NNC LM RBW_CCP,3.0
1511,CCB CCR PMS JJD CCT,3.0
1079,CCA VBH_CCP DTCP,3.0
49417,RBF PRO JJD CCT,3.0
27051,JJN_CCP JJD NNP_PMC,3.0
45441,PMS VBOF CCB JJD_CCP,3.0
48666,PRSP_CCP NNC CCT VBTR,3.0
29214,LM VBTR CCT VBAF CCB,3.0
27081,JJN_CCP NNC CCA JJN_CCP NNC_CCP,3.0
45445,PMS VBOF CCB NNC,3.0
48647,PRSP_CCP NNC CCT NNP CCP,3.0
45217,PMS NNC LM VBTS_CCP,3.0
45450,PMS VBOF CCT DTCP,3.0
27010,JJN_CCP DTCP NNC_PMP,3.0
27009,JJN_CCP DTCP NNC_PMC,3.0
27006,JJN_CCP DTCP NNC RBL,3.0
26998,JJN_CCP DTCP NNC CCB NNP,3.0
49437,RBF PRP RBD_CCP VBOF,3.0
29166,LM VBTR CCT JJCS_JJD_CCP,3.0
27084,JJN_CCP NNC CCA NNC CCB,3.0
48638,PRSP_CCP NNC CCT NNC RBW,3.0
48704,PRSP_CCP NNC LM RBR,3.0
27154,JJN_CCP NNC CCB PRI_CCP NNC,3.0
49384,RBF JJD_CCP NNC LM VBTS,3.0
45426,PMS VBAF CCP CDB NNC,3.0
27141,JJN_CCP NNC CCB NNP CDB,3.0
49388,RBF JJD_CCP VBRF,3.0
49389,RBF JJD_CCP VBW,3.0
27138,JJN_CCP NNC CCB NNP CCP,3.0
49391,RBF JJD_PMP_PMS,3.0
48705,PRSP_CCP NNC LM RBR CCT,3.0
49393,RBF NNC CCB NNP,3.0
45429,PMS VBAF CCP PRI_CCP,3.0
49396,RBF NNC CCT DTCP NNC,3.0
29116,LM VBTR CCP JJD_CCP NNC,3.0
49400,RBF NNC PMS VBS,3.0
29119,LM VBTR CCP PRI_CCP NNC,3.0
48699,PRSP_CCP NNC LM RBF RBI,3.0
27110,JJN_CCP NNC CCB JJD_CCP NNC,3.0
388,CCA DTCP NNC CCT JJD,3.0
35793,NNC CCT NNPA DTC NNC,3.0
49411,RBF PRI_CCP NNC,3.0
26989,JJN_CCP CCR PMS NNC CCB,3.0
26982,JJN PMS PRI_CCP DTCP NNC,3.0
29082,LM VBTR CCB VBTR_VBAF,3.0
29342,LM VBTR_CCP VBW CCT NNC,3.0
49488,RBF RBD_CCP JJD_CCP,3.0
35377,NNC CCT NNC CCP RBF,3.0
49489,RBF RBD_CCP JJD_CCP NNC,3.0
26855,JJN CCP NNC CCP VBAF,3.0
29321,LM VBTR_CCP VBH JJD,3.0
49495,RBF RBD_CCP VBTR,3.0
26841,JJN CCA PRI_CCP,3.0
26838,JJD_PMS CCT NNC,3.0
26823,JJD_CCP VBW CCT DTCP,3.0
35371,NNC CCT NNC CCP PRO_PMC,3.0
1500,CCB CCR NNC CCT,3.0
26815,JJD_CCP VBTS RBW,3.0
29345,LM VBTR_CCP VBW JJD,3.0
29347,LM VBTR_CCP_PMC,3.0
26810,JJD_CCP VBTS DTC,3.0
35843,NNC CCT PRC_CCP,3.0
45463,PMS VBS CCT DTCP,3.0
26796,JJD_CCP VBTR_VBRF,3.0
29364,LM VBTR_VBAF CCB JJN_CCP,3.0
49501,RBF RBI CCT DTCP,3.0
49482,RBF PRS VBTS DTC,3.0
49480,RBF PRS VBTS CCB NNC,3.0
26981,JJN PMS PRI_CCP DTCP,3.0
26927,JJN CDB CCB NNP_PMP,3.0
29258,LM VBTR RBI CCB JJD_CCP,3.0
49440,RBF PRP VBOF DTC,3.0
29265,LM VBTR RBI CCP DTC,3.0
26971,JJN PMS CDB RBW,3.0
49447,RBF PRP VBTF DTC NNC,3.0
26962,JJN PMS CDB CCT,3.0
29271,LM VBTR RBI DTC DTCP,3.0
49456,RBF PRP VBW CCB,3.0
49465,RBF PRS RBT CCR,3.0
26926,JJN CDB CCB NNP_PMC,3.0
45461,PMS VBS CCP NNC,3.0
26921,JJN CCT PRSP_CCP NNC LM,3.0
26920,JJN CCT PRSP_CCP NNC,3.0
26919,JJN CCT PRSP_CCP,3.0
35822,NNC CCT NNP_CCP NNP CCA,3.0
26914,JJN CCT PRI_CCP,3.0
29284,LM VBTR RBL CCT PRI_CCP,3.0
49476,RBF PRS VBTR CCT,3.0
29290,LM VBTR RBW RBI,3.0
29294,LM VBTR RBW_PMP,3.0
45228,PMS NNC PRS DTC,3.0
27159,JJN_CCP NNC CCB VBTR,3.0
48847,PRSP_CCP VBTF DTC,3.0
27354,JJN_CCP NNC RBW_CCP NNP,3.0
49317,RBF CCT NNC CCB,3.0
28825,LM VBS_CCP VBW_PMP,3.0
49318,RBF CCT NNC CCB NNC,3.0
49320,RBF CCT_PMS FW,3.0
27369,JJN_CCP NNC_CCP JJD CCP,3.0
1797,CCB DTCP FW FW_PMC,3.0
48826,PRSP_CCP PRI_CCP NNC CCT,3.0
48824,PRSP_CCP PRI NNC,3.0
27356,JJN_CCP NNC RBW_PMC,3.0
48818,PRSP_CCP PMS PRI_CCP NNC CCP,3.0
48833,PRSP_CCP RBI_CCP PMS,3.0
27344,JJN_CCP NNC RBW CDB,3.0
27338,JJN_CCP NNC RBR CCT,3.0
27337,JJN_CCP NNC RBR,3.0
27333,JJN_CCP NNC RBK,3.0
28867,LM VBTF CCB RBW,3.0
27324,JJN_CCP NNC PRS,3.0
48809,PRSP_CCP PMS NNC CCB NNC,3.0
27312,JJN_CCP NNC NNC CCT NNC,3.0
48804,PRSP_CCP NNP CCT,3.0
49316,RBF CCP VBTR CCT,3.0
45247,PMS NNC RBW CCT,3.0
49330,RBF JJC CCB PRI_CCP,3.0
27438,JJN_CCP PMS NNC_CCP NNC CCP,3.0
45258,PMS NNC_CCP CCR PMS,3.0
27455,JJN_CCP PRI_PMS NNCA,3.0
27454,JJN_CCP PRI_PMS,3.0
28783,LM VBS RBI VBOF,3.0
27447,JJN_CCP PRI RBI DTC,3.0
49299,RBD_CCP VBW CCT PRSP_CCP,3.0
45257,PMS NNC_CCP CCR,3.0
27441,JJN_CCP PMS NNC_CCP PMS,3.0
27440,JJN_CCP PMS NNC_CCP NNC CCT,3.0
28788,LM VBS RBI_CCP VBW,3.0
48835,PRSP_CCP RBW_CCP NNC,3.0
49302,RBD_CCP VBW DTC DTCP,3.0
28792,LM VBS VBAF CCB JJD_CCP,3.0
27427,JJN_CCP NNP_PMC,3.0
27419,JJN_CCP NNP PMS,3.0
27416,JJN_CCP NNP LM VBTF CCT,3.0
27411,JJN_CCP NNP CCP NNC DTC,3.0
49311,RBF CCB DTCP NNC,3.0
28815,LM VBS_CCP VBOF CCT,3.0
45249,PMS NNC RBW_CCP CDB,3.0
28891,LM VBTF CCT JJD CDB,3.0
1800,CCB DTCP FW_PMC,3.0
27165,JJN_CCP NNC CCP DTC DTCP,3.0
48743,PRSP_CCP NNC PRS,3.0
48762,PRSP_CCP NNC RBW VBW,3.0
45411,PMS RBD_CCP VBTR CCB,3.0
27220,JJN_CCP NNC CCR CCT,3.0
1098,CCA VBOF CCB PRI_CCP,3.0
27216,JJN_CCP NNC CCP VBTS RBW_CCP,3.0
49362,RBF JJD CCT NNC CCB,3.0
29017,LM VBTR CCB JJCC JJD_CCP,3.0
35441,NNC CCT NNC DTC VBTF,3.0
49365,RBF JJD DTC DTCP,3.0
48741,PRSP_CCP NNC PRO,3.0
27226,JJN_CCP NNC CCT CDB,3.0
48740,PRSP_CCP NNC PMS NNC_CCP,3.0
27197,JJN_CCP NNC CCP RBL,3.0
48737,PRSP_CCP NNC NNPA LM,3.0
48734,PRSP_CCP NNC LM VBTS_PMP,3.0
48732,PRSP_CCP NNC LM VBTS_CCP,3.0
35771,NNC CCT NNP RBW_CCP CDB_PMC,3.0
27182,JJN_CCP NNC CCP JJCC,3.0
49374,RBF JJD_CCP NNC CCA,3.0
45421,PMS RBR DTP NNP,3.0
28997,LM VBTF_VBOF CCT,3.0
27228,JJN_CCP NNC CCT JJCC,3.0
49332,RBF JJD CCA DTC,3.0
28965,LM VBTF PRP DTC PRSP_CCP,3.0
27298,JJN_CCP NNC LM RBD_CCP,3.0
48789,PRSP_CCP NNC_CCP NNC_PMC,3.0
27292,JJN_CCP NNC JJD,3.0
48786,PRSP_CCP NNC_CCP NNC CCT,3.0
49337,RBF JJD CCB NNC,3.0
48784,PRSP_CCP NNC_CCP JJD_PMP,3.0
27270,JJN_CCP NNC DTC VBAF CCT,3.0
27267,JJN_CCP NNC DTC NNC_PMP,3.0
35455,NNC CCT NNC LM DTPP,3.0
28968,LM VBTF RBI CCB CDB,3.0
28995,LM VBTF_VBAF RBI,3.0
48766,PRSP_CCP NNC RBW_CCP CDB_PMC,3.0
35454,NNC CCT NNC JJN_CCP,3.0
27244,JJN_CCP NNC CCT NNC DTP,3.0
49350,RBF JJD CCR DTC,3.0
28980,LM VBTF RBL_CCP NNP,3.0
28985,LM VBTF VBW CCB,3.0
45408,PMS PRSP_CCP NNC,3.0
27233,JJN_CCP NNC CCT NNC CCA,3.0
28994,LM VBTF_VBAF CCT NNC,3.0
30560,NNC CCA DTC DTCP JJD,3.0
36125,NNC CCT VBW CCB NNP,3.0
32937,NNC CCB NNP_CCP NNP_PMC,3.0
541,CCA JJN_CCP NNC_CCP JJD,3.0
1051,CCA VBAF CCT JJD_CCP,3.0
50527,RBK RBQ RBF PRP,3.0
32011,NNC CCB NNC CCT VBTF,3.0
34625,NNC CCR CCT VBTS,3.0
32013,NNC CCB NNC CCT VBTS,3.0
50529,RBK RBQ RBF RBI,3.0
24231,JJCC CCP CDB DTCP,3.0
24229,JJC RBW CCT NNPA,3.0
50531,RBK RBQ RBI DTC,3.0
24223,JJC CCT RBW_CCP,3.0
24220,JJC CCT PRI_CCP,3.0
47227,PRO DTC PRSP_CCP PMS NNC,3.0
47226,PRO DTC PRSP_CCP PMS,3.0
24217,JJC CCT NNC_PMC,3.0
50532,RBK RBQ RBW_CCP,3.0
50533,RBK RBQ VBAF CCB,3.0
47215,PRO DTC NNC CCT NNC,3.0
24207,JJC CCT DTCP NNC,3.0
47212,PRO DTC NNC CCP,3.0
24205,JJC CCP NNC_PMC,3.0
24204,JJC CCP NNC RBW,3.0
36543,NNC DTP NNP CCP VBW,3.0
47239,PRO DTP NNP CCT,3.0
34626,NNC CCR CCT VBTS CCP,3.0
47304,PRO LM PRI_CCP_PMS,3.0
47336,PRO LM RBM PRI_CCP,3.0
24309,JJCC JJD JJC VBTS,3.0
34667,NNC CCT CCR FW CCB,3.0
47334,PRO LM RBL NNC CCB,3.0
47333,PRO LM RBL NNC,3.0
47321,PRO LM RBF VBS,3.0
34660,NNC CCR VBTR DTC,3.0
36518,NNC DTP NNP CCA DTC,3.0
24290,JJCC JJD CCP NNP,3.0
47302,PRO LM PRI_CCP RBF,3.0
24254,JJCC CCT NNC CCB,3.0
34653,NNC CCR VBN_CCP,3.0
24264,JJCC CDB NNC_CCP,3.0
34642,NNC CCR DTC PRI_CCP,3.0
47268,PRO LM JJD RBI,3.0
47258,PRO LM JJCS CCP,3.0
36535,NNC DTP NNP CCP VBAF,3.0
34633,NNC CCR DTC FW CCB,3.0
1287,CCA VBTS CCB PRSP_CCP,3.0
47248,PRO LM DTC JJN_CCP,3.0
47210,PRO DTC NNC CCB NNP,3.0
24203,JJC CCP NNC LM VBTS,3.0
32051,NNC CCB NNC DTP NNP_PMP,3.0
34567,NNC CCP VBW_PMP,3.0
47121,PRO CCP PRS LM,3.0
32179,NNC CCB NNC RBI_CCP,3.0
34572,NNC CCP_PMS JJD,3.0
44909,PMS NNC CCB DTCP NNC_CCP,3.0
50574,RBK RBQ VBTS CCT NNC,3.0
47107,PRO CCB NNC_PMP,3.0
32194,NNC CCB NNC RBW CDB,3.0
47105,PRO CCB NNC CCP,3.0
34569,NNC CCP_PMS DTCP,3.0
50576,RBK RBQ VBTS DTC CDB,3.0
34586,NNC CCP_PMS VBW,3.0
47099,PRO CCB DTCP NNC,3.0
36585,NNC DTP NNP LM VBTR_VBAF,3.0
32211,NNC CCB NNC RBW_CCP DTCP,3.0
50587,RBK RBQ VBTS PRP,3.0
44896,PMS NNC CCB CCR,3.0
45914,PRI CCT VBW DTC,3.0
32226,NNC CCB NNC RBW_CCP RBW,3.0
47082,PRL DTC NNC CCB,3.0
50601,RBL CCT CCR PMS,3.0
47130,PRO CCT DTCP JJD,3.0
32151,NNC CCB NNC LM_PMC,3.0
47206,PRO DTC NNC CCB DTCP,3.0
47173,PRO DTC DTCP NNC CCB,3.0
24187,JJC CCB NNPA_PMC,3.0
24186,JJC CCB NNP NNP_PMC,3.0
34615,NNC CCR CCT PRQ_CCP,3.0
34612,NNC CCR CCT NNC_CCP,3.0
45899,PRI CCT NNC_PMC,3.0
24170,JJC CCB NNC CCA,3.0
24165,JJC CCB JJD CCP NNC,3.0
24163,JJC CCB DTCP NNC CCT,3.0
34601,NNC CCR CCT NNC CCA,3.0
24152,JJC CCB CCR PMS,3.0
50560,RBK RBQ VBTR_CCP DTC,3.0
47170,PRO CCT VBW DTC,3.0
50545,RBK RBQ VBOF PRP,3.0
24146,FW_PMS CCP NNC,3.0
47163,PRO CCT PRI_CCP NNC CCB,3.0
47156,PRO CCT NNP_PMP,3.0
47155,PRO CCT NNP_PMC,3.0
47150,PRO CCT NNC RBW_CCP,3.0
50552,RBK RBQ VBTR CCP,3.0
1993,CCB DTCP NNC CCP VBTR_VBAF,3.0
47338,PRO LM RBM VBTS,3.0
47340,PRO LM RBM VBW CCT,3.0
47342,PRO LM RBR CCT,3.0
47461,PRO LM VBTS RBI CCT,3.0
36446,NNC DTC VBTS CCB NNP,3.0
47485,PRO RBK RBQ DTC,3.0
47484,PRO RBI LM VBTS,3.0
47478,PRO PRS LM RBD,3.0
47475,PRO LM_PMS JJD,3.0
47474,PRO LM VBW_PMP,3.0
47468,PRO LM VBTS_VBOF,3.0
47467,PRO LM VBTS_PMS,3.0
24483,JJCS_JJD CCT PRI_CCP,3.0
24467,JJCS_JJD CCP VBTR,3.0
36445,NNC DTC VBTS CCB NNC_PMP,3.0
50464,RBK RBQ DTC PRI_CCP,3.0
47442,PRO LM VBTS CCT DTCP,3.0
31742,NNC CCB NNC CCB NNC_PMP_PMS,3.0
516,CCA JJD_CCP VBOF,3.0
47416,PRO LM VBTR_VBAF CCB,3.0
50473,RBK RBQ DTC VBOF,3.0
44963,PMS NNC CCB NNP CCT,3.0
36474,NNC DTC VBTS CCT NNC_PMC,3.0
24438,JJCS_JJD CCP NNC CCB DTCP,3.0
47487,PRO RBL CCT NNC CCB,3.0
47491,PRO RBW_CCP NNP,3.0
45859,PRI CCT DTCP PRO,3.0
45813,PRI CCB VBTR_CCP,3.0
24553,JJCS_JJD_CCP VBTR,3.0
1303,CCA VBTS CCP PRS,3.0
24548,JJCS_JJD_CCP NNP CCT,3.0
24544,JJCS_JJD_CCP NNC_CCP NNC CCT,3.0
24543,JJCS_JJD_CCP NNC_CCP NNC,3.0
24542,JJCS_JJD_CCP NNC_CCP JJD,3.0
47530,PRO_CCP VBOF_PMP,3.0
24540,JJCS_JJD_CCP NNC RBW,3.0
45812,PRI CCB VBOF DTC,3.0
24527,JJCS_JJD_CCP NNC CCT NNC CCP,3.0
47493,PRO VBTF CCT NNC,3.0
